gdp;mining;ind;eletco;eletin;eletot;eletho;constr;retail;rtailb;export;import;diesel;truckt;jobrtl;jobtrs;jobacc;jobhlt;jobedc;credit
0.016932799;0.031473026;-0.068097616;0.042822835;0.038724124;0.056392277;0.031399754;0.017761269;0.100208929;0.031102986;0.057694361;-0.029802563;0.048624615;0.014345116;0.055217116;0.057060394;0.036408144;0.052093566;0.031868085;-0.020455419
0.016932799;0.016360283;-0.048885589;0.099111627;0.025418211;0.082093632;0.077190841;0.041871863;0.118053342;0.098404561;0.072232846;0.00365801;0.100301871;0.064243822;0.056260581;0.055156103;0.038326413;0.055001728;0.035505156;0.070492127
0.009811625;-0.003113651;-0.055833352;0.084892059;0.01263584;0.091953145;0.07214189;0.048088859;0.057426438;0.028557052;-0.011710457;-0.008142599;0.052225261;0.014243624;0.05139794;0.049924749;0.038164558;0.055281884;0.034982013;0.100804452
0.009811625;0.025244059;-0.049628504;0.066857972;0.000589797;0.078599266;0.042213016;0.015785106;0.078226836;0.048841979;0.036102436;0.013339702;0.05090433;0.010446557;0.048739669;0.046955575;0.036677564;0.055857635;0.034006444;0.096740901
0.009811625;-0.006941029;-0.048790164;0.093894436;-0.014928582;0.0549393;0.079834504;-0.024672886;0.089231134;0.117783036;-0.146580176;-0.033968847;0.040517269;0.001961059;0.046855134;0.043757046;0.035275881;0.055021079;0.033706967;0.080516604
0.024604786;-0.002883231;-0.015180557;0.06488114;-0.014486387;0.036628599;0.015868173;0.012099888;0.069071024;0.097225406;0.022818963;-0.030373828;0.056188599;0.008927828;0.045553739;0.042350933;0.034853745;0.056932399;0.034717441;0.088024684
0.024604786;-0.002880463;0.01162284;0.070273448;-0.013910727;0.04416208;0.044116204;0.025157159;0.094567356;0.145270042;-0.062306225;-0.112080015;0.070410306;0.05063531;0.041260363;0.03811897;0.032550191;0.057820521;0.035154871;0.018794093
0.024604786;-0.039220713;-0.007648221;0.061692171;-0.010094642;0.041807575;0.023349787;-0.028051033;0.082615766;0.019868203;-0.054826312;-0.135927418;-0.012012156;0.006034134;0.037306269;0.035145057;0.030022166;0.057565535;0.035683829;-0.028154011
0.024496308;0.051244608;0.053028877;0.068429577;-0.007879858;0.054834648;0.04417781;0.04001495;0.086915587;0.135889721;0.085940174;0.028138033;0.122480085;0.06774795;0.03273709;0.031776463;0.02807239;0.055705513;0.035208267;0.143918409
0.024496308;-0.053038944;0.014279157;0.127330668;-0.000904568;0.089968241;0.09586703;0.003629913;0.080830006;0.069278341;0.017604597;-0.015269026;0.09607383;0.032230533;0.031801186;0.032089128;0.026432831;0.055434923;0.035042575;0.028678293
0.024496308;-0.006740517;-0.046269684;0.08577947;-0.029753822;0.042164159;0.066296703;-0.039216654;0.049989924;0.0494138;-0.062923296;-0.027602728;0.04933736;-0.027068612;0.03092747;0.025734804;0.025250311;0.053249408;0.035999416;-0.003766103
0.026844004;0.020354211;0.068992871;0.106828661;-0.018079667;0.075334694;0.107480715;0.020117142;0.058483293;0.06708209;0.010201692;0.145871901;0.125974682;0.067730817;0.026503579;0.023398815;0.022355539;0.050424635;0.03578052;0.070517734
